地区,primary_2020,middle_2020,high_2020,primary_2024,middle_2024,high_2024,primary_2025,middle_2025,high_2025,primary_2026,middle_2026,high_2026,primary_2027,middle_2027,high_2027,primary_chg_2024,primary_chg_2025,primary_chg_2026,primary_chg_2027,middle_chg_2024,middle_chg_2025,middle_chg_2026,middle_chg_2027,high_chg_2024,high_chg_2025,high_chg_2026,high_chg_2027
蓝田县,33265.2,16141.6,15260.4,32854.0,16615.8,16582.2,32598.0,16649.4,16582.2,32342.0,16683.0,16582.2,31305.0,16683.0,16615.8,-1.24,-2.01,-2.78,-5.89,2.94,3.15,3.35,3.35,8.66,8.66,8.66,8.88
周至县,40386.0,16794.6,12576.6,43228.2,19763.2,18903.6,43359.9,20622.8,18903.6,43491.6,21482.4,18903.6,42544.8,21482.4,19763.2,7.04,7.36,7.69,5.35,17.68,22.79,27.91,27.91,50.31,50.31,50.31,57.14
王益区,6228.0,3045.6,3039.6,6420.2,3092.2,3048.6,6450.9,3135.8,3048.6,6481.6,3179.4,3048.6,6221.8,3179.4,3092.2,3.09,3.58,4.07,-0.1,1.53,2.96,4.39,4.39,0.3,0.3,0.3,1.73
印台区,7202.4,3291.6,2802.0,7287.5,3579.6,3536.4,7265.25,3622.8,3536.4,7243.0,3666.0,3536.4,6907.0,3666.0,3579.6,1.18,0.87,0.56,-4.1,8.75,10.06,11.37,11.37,26.21,26.21,26.21,27.75
耀州区,22764.0,9311.6,7636.8,25863.5,10971.0,10149.0,26180.25,11793.0,10149.0,26497.0,12615.0,10149.0,25803.0,12615.0,10971.0,13.62,15.01,16.4,13.35,17.82,26.65,35.48,35.48,32.9,32.9,32.9,43.66
宜君县,4668.0,1839.4,1080.6,4748.6,2295.6,2218.8,4673.7,2372.4,2218.8,4598.8,2449.2,2218.8,4330.4,2449.2,2295.6,1.73,0.12,-1.48,-7.23,24.8,28.98,33.15,33.15,105.33,105.33,105.33,112.44
渭滨区,32331.6,16031.6,18454.8,35360.3,15717.2,14820.0,35528.85,16614.4,14820.0,35697.4,17511.6,14820.0,34602.2,17511.6,15717.2,9.37,9.89,10.41,7.02,-1.96,3.64,9.23,9.23,-19.7,-19.7,-19.7,-14.83
金台区,26350.2,11970.6,11536.2,29231.7,12846.0,12187.8,29685.15,13504.2,12187.8,30138.6,14162.4,12187.8,28922.8,14162.4,12846.0,10.94,12.66,14.38,9.76,7.31,12.81,18.31,18.31,5.65,5.65,5.65,11.35
陈仓区,29766.6,13568.2,12387.0,31192.9,14641.8,14158.8,31181.55,15124.8,14158.8,31170.2,15607.8,14158.8,30321.6,15607.8,14641.8,4.79,4.75,4.72,1.86,7.91,11.47,15.03,15.03,14.3,14.3,14.3,18.2
凤翔县,24411.0,10744.4,8720.4,25157.8,12055.8,11756.4,25082.1,12355.2,11756.4,25006.4,12654.6,11756.4,24063.2,12654.6,12055.8,3.06,2.75,2.44,-1.42,12.21,14.99,17.78,17.78,34.81,34.81,34.81,38.25
岐山县,22253.4,9860.8,7876.8,22678.8,11035.4,10852.8,22617.6,11218.0,10852.8,22556.4,11400.6,10852.8,21671.2,11400.6,11035.4,1.91,1.64,1.36,-2.62,11.91,13.76,15.62,15.62,37.78,37.78,37.78,40.1
扶风县,22197.0,10226.2,8008.2,20729.4,11177.4,11335.2,20232.3,11019.6,11335.2,19735.2,10861.8,11335.2,18684.6,10861.8,11177.4,-6.61,-8.85,-11.09,-15.82,9.3,7.76,6.22,6.22,41.54,41.54,41.54,39.57
眉县,20229.6,8582.6,6406.2,20834.4,9966.8,9670.8,20692.8,10262.8,9670.8,20551.2,10558.8,9670.8,19828.6,10558.8,9966.8,2.99,2.29,1.59,-1.98,16.13,19.58,23.03,23.03,50.96,50.96,50.96,55.58
陇县,19560.0,7959.8,5809.8,19599.1,9531.6,9034.8,18873.45,10028.4,9034.8,18147.8,10525.2,9034.8,16713.4,10525.2,9531.6,0.2,-3.51,-7.22,-14.55,19.75,25.99,32.23,32.23,55.51,55.51,55.51,64.06
千阳县,7293.6,3303.6,2791.2,7150.4,3617.8,3559.8,6991.8,3675.8,3559.8,6833.2,3733.8,3559.8,6397.6,3733.8,3617.8,-1.96,-4.14,-6.31,-12.28,9.51,11.27,13.02,13.02,27.54,27.54,27.54,29.61
麟游县,4051.2,1840.8,1600.8,4128.2,2004.0,1960.8,4101.9,2047.2,1960.8,4075.6,2090.4,1960.8,3948.8,2090.4,2004.0,1.9,1.25,0.6,-2.53,8.87,11.21,13.56,13.56,22.49,22.49,22.49,25.19
凤县,4258.8,1931.4,1621.8,4360.8,2115.0,2086.2,4368.6,2143.8,2086.2,4376.4,2172.6,2086.2,4200.2,2172.6,2115.0,2.4,2.58,2.76,-1.38,9.51,11.0,12.49,12.49,28.63,28.63,28.63,30.41
太白县,2449.8,1050.8,799.2,2590.6,1208.8,1176.6,2612.7,1241.0,1176.6,2634.8,1273.2,1176.6,2535.4,1273.2,1208.8,5.75,6.65,7.55,3.49,15.04,18.1,21.16,21.16,47.22,47.22,47.22,51.25
秦都区,51255.0,25658.2,32105.4,59346.7,24563.2,22434.6,60199.65,26691.8,22434.6,61052.6,28820.4,22434.6,58747.8,28820.4,24563.2,15.79,17.45,19.12,14.62,-4.27,4.03,12.32,12.32,-30.12,-30.12,-30.12,-23.49
杨陵区,17335.8,10098.4,14732.4,18660.2,8372.4,7781.4,18435.9,8963.4,7781.4,18211.6,9554.4,7781.4,17180.8,9554.4,8372.4,7.64,6.35,5.05,-0.89,-17.09,-11.24,-5.39,-5.39,-47.18,-47.18,-47.18,-43.17
渭城区,26944.8,15274.0,21892.8,30508.6,12969.8,11964.6,30782.7,13975.0,11964.6,31056.8,14980.2,11964.6,29901.4,14980.2,12969.8,13.23,14.24,15.26,10.97,-15.09,-8.5,-1.92,-1.92,-45.35,-45.35,-45.35,-40.76
三原县,23253.0,9234.4,6561.6,24949.6,11274.6,10570.8,24742.2,11978.4,10570.8,24534.8,12682.2,10570.8,23326.4,12682.2,11274.6,7.3,6.4,5.51,0.32,22.09,29.71,37.34,37.34,61.1,61.1,61.1,71.83
泾阳县,32616.6,13255.2,10956.0,35822.4,15673.8,14404.8,35521.8,16942.8,14404.8,35221.2,18211.8,14404.8,33652.6,18211.8,15673.8,9.83,8.91,7.99,3.18,18.25,27.82,37.39,37.39,31.48,31.48,31.48,43.06
乾县,34506.6,15174.0,11418.0,33646.8,17186.2,17052.0,33015.6,17320.4,17052.0,32384.4,17454.6,17052.0,30445.2,17454.6,17186.2,-2.49,-4.32,-6.15,-11.77,13.26,14.15,15.03,15.03,49.34,49.34,49.34,50.52
礼泉县,23897.4,10822.8,8175.6,22782.5,12014.6,12146.4,22422.75,11882.8,12146.4,22063.0,11751.0,12146.4,21050.0,11751.0,12014.6,-4.67,-6.17,-7.68,-11.92,11.01,9.79,8.58,8.58,48.57,48.57,48.57,46.96
永寿县,13498.8,5887.6,4364.4,13052.8,6716.0,6649.2,12729.6,6782.8,6649.2,12406.4,6849.6,6649.2,11513.2,6849.6,6716.0,-3.3,-5.7,-8.09,-14.71,14.07,15.2,16.34,16.34,52.35,52.35,52.35,53.88
长武县,11155.8,4766.6,3317.4,10969.3,5549.0,5491.2,10789.35,5606.8,5491.2,10609.4,5664.6,5491.2,9980.2,5664.6,5549.0,-1.67,-3.28,-4.9,-10.54,16.41,17.63,18.84,18.84,65.53,65.53,65.53,67.27
旬邑县,18245.4,7290.0,4651.2,18185.0,8951.6,8609.4,17641.5,9293.8,8609.4,17098.0,9636.0,8609.4,15907.0,9636.0,8951.6,-0.33,-3.31,-6.29,-12.82,22.79,27.49,32.18,32.18,85.1,85.1,85.1,92.46
淳化县,8951.4,3617.4,2634.6,9401.3,4353.4,4108.8,9259.35,4598.0,4108.8,9117.4,4842.6,4108.8,8717.2,4842.6,4353.4,5.03,3.44,1.85,-2.62,20.35,27.11,33.87,33.87,55.96,55.96,55.96,65.24
武功县,25428.0,11509.8,9167.4,24783.5,12703.0,12681.0,24428.25,12725.0,12681.0,24073.0,12747.0,12681.0,22902.0,12747.0,12703.0,-2.53,-3.93,-5.33,-9.93,10.37,10.56,10.75,10.75,38.33,38.33,38.33,38.57
兴平市,36571.2,15927.4,11979.0,36097.3,18157.6,17901.6,35476.35,18413.6,17901.6,34855.4,18669.6,17901.6,33135.2,18669.6,18157.6,-1.3,-2.99,-4.69,-9.4,14.0,15.61,17.22,17.22,49.44,49.44,49.44,51.58
彬州市,29109.0,11764.8,7257.6,28111.3,14375.8,14018.4,27076.35,14733.2,14018.4,26041.4,15090.6,14018.4,23937.2,15090.6,14375.8,-3.43,-6.98,-10.54,-17.77,22.19,25.23,28.27,28.27,93.15,93.15,93.15,98.08
临渭区,58198.8,28055.4,30695.4,62592.7,28311.4,26735.4,62425.65,29887.4,26735.4,62258.6,31463.4,26735.4,59329.8,31463.4,28311.4,7.55,7.26,6.98,1.94,0.91,6.53,12.15,12.15,-12.9,-12.9,-12.9,-7.77
华州区,17380.8,6916.6,4870.2,18580.0,8440.2,7939.8,18429.0,8940.6,7939.8,18278.0,9441.0,7939.8,17313.0,9441.0,8440.2,6.9,6.03,5.16,-0.39,22.03,29.26,36.5,36.5,63.03,63.03,63.03,73.3
潼关县,8724.6,3615.4,2469.0,9052.0,4304.4,4188.6,9042.0,4420.2,4188.6,9032.0,4536.0,4188.6,8571.0,4536.0,4304.4,3.75,3.64,3.52,-1.76,19.06,22.26,25.46,25.46,69.65,69.65,69.65,74.34
大荔县,42956.4,17066.2,11199.0,44588.8,20985.4,19999.8,43926.6,21971.0,19999.8,43264.4,22956.6,19999.8,40294.2,22956.6,20985.4,3.8,2.26,0.72,-6.2,22.96,28.74,34.52,34.52,78.59,78.59,78.59,87.39
合阳县,23488.2,10006.2,7779.0,24445.7,11536.0,11119.8,24300.15,11952.2,11119.8,24154.6,12368.4,11119.8,23172.8,12368.4,11536.0,4.08,3.46,2.84,-1.34,15.29,19.45,23.61,23.61,42.95,42.95,42.95,48.3
澄城县,19449.6,8191.4,6166.2,20028.3,9551.2,9204.0,19796.85,9898.4,9204.0,19565.4,10245.6,9204.0,18399.2,10245.6,9551.2,2.98,1.79,0.6,-5.4,16.6,20.84,25.08,25.08,49.27,49.27,49.27,54.9
蒲城县,48988.8,20215.0,12994.2,48669.2,24271.4,23825.4,47840.4,24717.4,23825.4,47011.6,25163.4,23825.4,44108.8,25163.4,24271.4,-0.65,-2.34,-4.04,-9.96,20.07,22.27,24.48,24.48,83.35,83.35,83.35,86.79
白水县,15433.8,6584.8,4635.6,15220.2,7664.4,7559.4,14955.9,7769.4,7559.4,14691.6,7874.4,7559.4,13814.8,7874.4,7664.4,-1.38,-3.1,-4.81,-10.49,16.4,17.99,19.58,19.58,63.07,63.07,63.07,65.34
富平县,44767.8,18055.6,12673.2,47431.0,21838.2,20746.8,47125.5,22929.6,20746.8,46820.0,24021.0,20746.8,44911.0,24021.0,21838.2,5.95,5.27,4.58,0.32,20.95,26.99,33.04,33.04,63.71,63.71,63.71,72.32
韩城市,24687.0,9837.0,7684.2,27960.3,11866.8,10913.4,28166.85,12820.2,10913.4,28373.4,13773.6,10913.4,27204.2,13773.6,11866.8,13.26,14.1,14.93,10.2,20.63,30.33,40.02,40.02,42.02,42.02,42.02,54.43
华阴市,16266.0,6550.8,4275.6,16500.3,7984.8,7688.4,16172.85,8281.2,7688.4,15845.4,8577.6,7688.4,14812.2,8577.6,7984.8,1.44,-0.57,-2.59,-8.94,21.89,26.42,30.94,30.94,79.82,79.82,79.82,86.75
宝塔区,58215.0,25647.0,21660.6,58494.9,28618.4,27640.2,57167.55,29596.6,27640.2,55840.2,30574.8,27640.2,51433.6,30574.8,28618.4,0.48,-1.8,-4.08,-11.65,11.59,15.4,19.21,19.21,27.61,27.61,27.61,32.12
安塞区,16991.4,7220.8,3987.6,14588.0,8609.6,8837.4,13728.0,8381.8,8837.4,12868.0,8154.0,8837.4,11404.0,8154.0,8609.6,-14.14,-19.21,-24.27,-32.88,19.23,16.08,12.92,12.92,121.62,121.62,121.62,115.91
延长县,10279.8,4115.4,2062.2,9359.4,5140.6,5142.0,8901.3,5139.2,5142.0,8443.2,5137.8,5142.0,7555.6,5137.8,5140.6,-8.95,-13.41,-17.87,-26.5,24.91,24.88,24.84,24.84,149.35,149.35,149.35,149.28
延川县,12456.0,5183.2,2797.2,11161.9,6277.4,6376.2,10663.05,6178.6,6376.2,10164.2,6079.8,6376.2,9051.6,6079.8,6277.4,-10.39,-14.39,-18.4,-27.33,21.11,19.2,17.3,17.3,127.95,127.95,127.95,124.42
志丹县,16569.0,6191.8,3315.0,16039.4,8066.4,7630.2,15120.3,8502.6,7630.2,14201.2,8938.8,7630.2,12419.6,8938.8,8066.4,-3.2,-8.74,-14.29,-25.04,30.28,37.32,44.37,44.37,130.17,130.17,130.17,143.33
吴起县,14783.4,5641.8,3193.8,14800.3,7216.4,6865.8,14282.85,7567.0,6865.8,13765.4,7917.6,6865.8,12474.2,7917.6,7216.4,0.11,-3.39,-6.89,-15.62,27.91,34.12,40.34,40.34,114.97,114.97,114.97,125.95
甘泉县,7652.4,3258.6,1752.6,6657.4,3888.0,4011.6,6345.3,3764.4,4011.6,6033.2,3640.8,4011.6,5498.6,3640.8,3888.0,-13.0,-17.08,-21.16,-28.15,19.32,15.52,11.73,11.73,128.89,128.89,128.89,121.84
富县,13411.2,5068.6,2820.6,13254.8,6534.6,6192.6,12663.6,6876.6,6192.6,12072.4,7218.6,6192.6,10821.2,7218.6,6534.6,-1.17,-5.57,-9.98,-19.31,28.92,35.67,42.42,42.42,119.55,119.55,119.55,131.67
洛川县,18563.4,7097.4,4270.2,18168.7,9024.8,8511.0,17200.65,9538.6,8511.0,16232.6,10052.4,8511.0,14188.8,10052.4,9024.8,-2.13,-7.34,-12.56,-23.57,27.16,34.4,41.63,41.63,99.31,99.31,99.31,111.34
宜川县,8914.8,3985.4,3619.8,8876.3,4361.0,4168.2,8567.85,4553.8,4168.2,8259.4,4746.6,4168.2,7442.2,4746.6,4361.0,-0.43,-3.89,-7.35,-16.52,9.42,14.26,19.1,19.1,15.15,15.15,15.15,20.48
黄龙县,2700.6,1066.8,721.2,2868.5,1313.4,1239.6,2841.75,1387.2,1239.6,2815.0,1461.0,1239.6,2673.0,1461.0,1313.4,6.22,5.23,4.24,-1.02,23.12,30.03,36.95,36.95,71.88,71.88,71.88,82.11
黄陵县,8584.2,3297.0,2050.2,9328.9,4168.2,3920.4,9329.55,4416.0,3920.4,9330.2,4663.8,3920.4,8854.6,4663.8,4168.2,8.68,8.68,8.69,3.15,26.42,33.94,41.46,41.46,91.22,91.22,91.22,103.31
子长市,20562.0,8908.6,6005.4,18258.9,10307.4,10360.2,17186.55,10254.6,10360.2,16114.2,10201.8,10360.2,14322.6,10201.8,10307.4,-11.2,-16.42,-21.63,-30.34,15.7,15.11,14.52,14.52,72.51,72.51,72.51,71.64
汉台区,33001.2,16748.2,18640.2,36048.0,16267.8,15802.2,36873.0,16733.4,15802.2,37698.0,17199.0,15802.2,36741.0,17199.0,16267.8,9.23,11.73,14.23,11.33,-2.87,-0.09,2.69,2.69,-15.23,-15.23,-15.23,-12.73
南郑区,31276.8,15014.2,13627.8,31507.7,15661.4,15707.4,31692.15,15615.4,15707.4,31876.6,15569.4,15707.4,30838.8,15569.4,15661.4,0.74,1.33,1.92,-1.4,4.31,4.0,3.7,3.7,15.26,15.26,15.26,14.92
城固县,30041.4,13844.6,11158.2,30308.8,15076.4,15187.8,30609.6,14965.0,15187.8,30910.4,14853.6,15187.8,30012.2,14853.6,15076.4,0.89,1.89,2.89,-0.1,8.9,8.09,7.29,7.29,36.11,36.11,36.11,35.11
洋县,24535.8,11437.4,8766.6,23783.0,12436.2,12772.8,23911.5,12099.6,12772.8,24040.0,11763.0,12772.8,23274.0,11763.0,12436.2,-3.07,-2.54,-2.02,-5.14,8.73,5.79,2.85,2.85,45.7,45.7,45.7,41.86
西乡县,23856.0,11431.4,8559.0,22516.2,12241.2,12867.6,22785.9,11614.8,12867.6,23055.6,10988.4,12867.6,22328.8,10988.4,12241.2,-5.62,-4.49,-3.36,-6.4,7.08,1.6,-3.88,-3.88,50.34,50.34,50.34,43.02
勉县,18447.6,8455.4,7657.8,20229.2,9100.6,8854.2,20750.4,9347.0,8854.2,21271.6,9593.4,8854.2,21060.8,9593.4,9100.6,9.66,12.48,15.31,14.17,7.63,10.54,13.46,13.46,15.62,15.62,15.62,18.84
宁强县,15446.4,7281.6,6369.6,16110.4,7728.0,7737.6,16456.8,7718.4,7737.6,16803.2,7708.8,7737.6,16492.6,7708.8,7728.0,4.3,6.54,8.78,6.77,6.13,6.0,5.87,5.87,21.48,21.48,21.48,21.33
略阳县,8030.4,3440.8,2620.8,8703.3,3960.4,3850.8,8875.35,4070.0,3850.8,9047.4,4179.6,3850.8,8863.2,4179.6,3960.4,8.38,10.52,12.66,10.37,15.1,18.29,21.47,21.47,46.93,46.93,46.93,51.11
镇巴县,17883.0,8507.2,5943.6,15333.0,9224.0,9789.0,14905.5,8659.0,9789.0,14478.0,8094.0,9789.0,13522.0,8094.0,9224.0,-14.26,-16.65,-19.04,-24.39,8.43,1.78,-4.86,-4.86,64.7,64.7,64.7,55.19
留坝县,1895.4,836.6,711.0,2051.5,931.6,899.4,2081.25,963.8,899.4,2111.0,996.0,899.4,2068.0,996.0,931.6,8.24,9.81,11.37,9.11,11.36,15.2,19.05,19.05,26.5,26.5,26.5,31.03
佛坪县,1693.8,699.6,525.6,1835.6,826.8,786.6,1846.2,867.0,786.6,1856.8,907.2,786.6,1799.4,907.2,826.8,8.37,9.0,9.62,6.23,18.18,23.93,29.67,29.67,49.66,49.66,49.66,57.31
榆阳区,92742.6,35663.6,27582.0,102443.1,44149.0,39704.4,100626.45,48593.6,39704.4,98809.8,53038.2,39704.4,91766.4,53038.2,44149.0,10.46,8.5,6.54,-1.05,23.79,36.26,48.72,48.72,43.95,43.95,43.95,60.06
横山区,26626.2,10268.2,6225.0,26856.7,12972.0,12289.8,25948.65,13654.2,12289.8,25040.6,14336.4,12289.8,23212.8,14336.4,12972.0,0.87,-2.54,-5.96,-12.82,26.33,32.98,39.62,39.62,97.43,97.43,97.43,108.39
府谷县,21390.0,8620.8,5958.0,21778.9,10447.4,9952.2,21230.55,10942.6,9952.2,20682.2,11437.8,9952.2,19333.6,11437.8,10447.4,1.82,-0.75,-3.31,-9.61,21.19,26.93,32.68,32.68,67.04,67.04,67.04,75.35
靖边县,41935.8,16498.4,10370.4,41069.2,20499.4,19562.4,39230.4,21436.4,19562.4,37391.6,22373.4,19562.4,33750.8,22373.4,20499.4,-2.07,-6.45,-10.84,-19.52,24.25,29.93,35.61,35.61,88.64,88.64,88.64,97.67
定边县,27375.6,9925.0,7524.6,31611.2,12833.6,11125.2,31166.4,14542.0,11125.2,30721.6,16250.4,11125.2,28889.8,16250.4,12833.6,15.47,13.85,12.22,5.53,29.31,46.52,63.73,63.73,47.85,47.85,47.85,70.56
绥德县,21099.0,8568.4,5533.2,20885.0,10395.0,10086.0,20314.5,10704.0,10086.0,19744.0,11013.0,10086.0,18281.0,11013.0,10395.0,-1.01,-3.72,-6.42,-13.36,21.32,24.92,28.53,28.53,82.28,82.28,82.28,87.87
米脂县,10990.2,4328.4,2877.6,11257.2,5348.0,5053.8,10949.4,5642.2,5053.8,10641.6,5936.4,5053.8,9803.8,5936.4,5348.0,2.43,-0.37,-3.17,-10.8,23.56,30.35,37.15,37.15,75.63,75.63,75.63,85.85
佳县,6536.4,2783.6,1708.8,6008.2,3285.8,3321.0,5796.9,3250.6,3321.0,5585.6,3215.4,3321.0,5278.8,3215.4,3285.8,-8.08,-11.31,-14.55,-19.24,18.04,16.78,15.51,15.51,94.35,94.35,94.35,92.29
吴堡县,4148.4,1663.8,1014.6,4084.5,2045.6,1988.4,3966.75,2102.8,1988.4,3849.0,2160.0,1988.4,3626.0,2160.0,2045.6,-1.54,-4.38,-7.22,-12.59,22.95,26.39,29.82,29.82,95.98,95.98,95.98,101.62
清涧县,7334.4,2716.2,1660.2,8105.1,3526.2,3244.2,8067.45,3808.2,3244.2,8029.8,4090.2,3244.2,7694.4,4090.2,3526.2,10.51,9.99,9.48,4.91,29.82,40.2,50.59,50.59,95.41,95.41,95.41,112.4
子洲县,9388.2,3841.4,2548.2,9335.1,4625.4,4488.0,9102.45,4762.8,4488.0,8869.8,4900.2,4488.0,8429.4,4900.2,4625.4,-0.57,-3.04,-5.52,-10.21,20.41,23.99,27.56,27.56,76.12,76.12,76.12,81.52
神木市,50112.6,17572.0,11414.4,57599.4,23587.8,20650.8,56937.3,26524.8,20650.8,56275.2,29461.8,20650.8,52473.6,29461.8,23587.8,14.94,13.62,12.3,4.71,34.24,50.95,67.66,67.66,80.92,80.92,80.92,106.65
汉滨区,68746.2,31647.8,28905.0,71092.0,33921.8,33019.2,70911.0,34824.4,33019.2,70730.0,35727.0,33019.2,67657.0,35727.0,33921.8,3.41,3.15,2.89,-1.58,7.19,10.04,12.89,12.89,14.23,14.23,14.23,17.36
汉阴县,21721.2,9633.0,7177.8,20587.8,10860.6,10860.6,20021.1,10860.6,10860.6,19454.4,10860.6,10860.6,18240.2,10860.6,10860.6,-5.22,-7.83,-10.44,-16.03,12.74,12.74,12.74,12.74,51.31,51.31,51.31,51.31
石泉县,10593.6,4698.6,3600.6,10702.0,5280.4,5247.6,10707.0,5313.2,5247.6,10712.0,5346.0,5247.6,10313.0,5346.0,5280.4,1.02,1.07,1.12,-2.65,12.38,13.08,13.78,13.78,45.74,45.74,45.74,46.65
宁陕县,4071.0,1660.8,1198.8,4080.1,1987.6,1891.8,3940.95,2083.4,1891.8,3801.8,2179.2,1891.8,3565.4,2179.2,1987.6,0.22,-3.19,-6.61,-12.42,19.68,25.45,31.21,31.21,57.81,57.81,57.81,65.8
紫阳县,22408.8,10440.4,7826.4,20348.7,11385.4,11747.4,19861.65,11023.4,11747.4,19374.6,10661.4,11747.4,18103.8,10661.4,11385.4,-9.19,-11.37,-13.54,-19.21,9.05,5.58,2.12,2.12,50.1,50.1,50.1,45.47
岚皋县,10030.2,4638.4,3528.0,9226.8,5074.6,5193.6,9003.6,4955.6,5193.6,8780.4,4836.6,5193.6,8244.2,4836.6,5074.6,-8.01,-10.24,-12.46,-17.81,9.4,6.84,4.27,4.27,47.21,47.21,47.21,43.84
平利县,13788.6,5706.8,3748.8,13707.4,6824.8,6685.8,13458.3,6963.8,6685.8,13209.2,7102.8,6685.8,12320.6,7102.8,6824.8,-0.59,-2.4,-4.2,-10.65,19.59,22.03,24.46,24.46,78.35,78.35,78.35,82.05
镇坪县,3727.8,1591.4,981.0,3549.6,1874.8,1896.6,3493.2,1853.0,1896.6,3436.8,1831.2,1896.6,3268.4,1831.2,1874.8,-4.78,-6.29,-7.81,-12.32,17.81,16.44,15.07,15.07,93.33,93.33,93.33,91.11
旬阳县,26607.0,11552.8,8701.2,26384.7,13195.2,12978.6,25948.65,13411.8,12978.6,25512.6,13628.4,12978.6,23919.8,13628.4,13195.2,-0.84,-2.47,-4.11,-10.1,14.22,16.09,17.97,17.97,49.16,49.16,49.16,51.65
白河县,14595.6,6246.8,4227.6,14219.1,7284.0,7256.4,13989.45,7311.6,7256.4,13759.8,7339.2,7256.4,12935.4,7339.2,7284.0,-2.58,-4.15,-5.73,-11.37,16.6,17.05,17.49,17.49,71.64,71.64,71.64,72.3
商州区,37807.2,16228.2,14191.8,39526.9,18351.2,17246.4,38729.55,19456.0,17246.4,37932.2,20560.8,17246.4,35254.6,20560.8,18351.2,4.55,2.44,0.33,-6.75,13.08,19.89,26.7,26.7,21.52,21.52,21.52,29.31
洛南县,29602.8,11030.2,7841.4,32734.1,14075.8,12624.6,32122.95,15527.0,12624.6,31511.8,16978.2,12624.6,29528.4,16978.2,14075.8,10.58,8.51,6.45,-0.25,27.61,40.77,53.92,53.92,61.0,61.0,61.0,79.51
丹凤县,21198.6,8380.4,5432.4,22155.1,10351.0,9854.4,21888.45,10847.6,9854.4,21621.8,11344.2,9854.4,20339.4,11344.2,10351.0,4.51,3.25,2.0,-4.05,23.51,29.44,35.37,35.37,81.4,81.4,81.4,90.54
商南县,17359.8,7034.4,4704.0,18561.6,8519.8,8199.6,18682.2,8840.0,8199.6,18802.8,9160.2,8199.6,17996.4,9160.2,8519.8,6.92,7.62,8.31,3.67,21.12,25.67,30.22,30.22,74.31,74.31,74.31,81.12
山阳县,34915.2,14371.4,9463.8,33762.0,17246.8,16825.2,32553.0,17668.4,16825.2,31344.0,18090.0,16825.2,28946.0,18090.0,17246.8,-3.3,-6.77,-10.23,-17.1,20.01,22.94,25.88,25.88,77.78,77.78,77.78,82.24
镇安县,21567.6,9086.4,6528.0,21158.0,10644.4,10365.6,20535.0,10923.2,10365.6,19912.0,11202.0,10365.6,18331.0,11202.0,10644.4,-1.9,-4.79,-7.68,-15.01,17.15,20.21,23.28,23.28,58.79,58.79,58.79,63.06
柞水县,11412.0,4505.6,3214.8,12151.5,5521.0,5151.0,11966.25,5891.0,5151.0,11781.0,6261.0,5151.0,11012.0,6261.0,5521.0,6.48,4.86,3.23,-3.51,22.54,30.75,38.96,38.96,60.23,60.23,60.23,71.74
城关区,75880.2,36085.6,37570.8,85151.1,37074.4,35343.0,87189.45,38805.8,35343.0,89227.8,40537.2,35343.0,87280.4,40537.2,37074.4,12.22,14.9,17.59,15.02,2.74,7.54,12.34,12.34,-5.93,-5.93,-5.93,-1.32
七里河区,37212.0,18384.2,20344.2,42590.9,18205.4,17404.2,44078.55,19006.6,17404.2,45566.2,19807.8,17404.2,45398.6,19807.8,18205.4,14.45,18.45,22.45,22.0,-0.97,3.39,7.74,7.74,-14.45,-14.45,-14.45,-10.51
西固区,21909.0,10835.2,11392.8,23607.3,10821.8,10556.4,24058.35,11087.2,10556.4,24509.4,11352.6,10556.4,23860.2,11352.6,10821.8,7.75,9.81,11.87,8.91,-0.12,2.33,4.78,4.78,-7.34,-7.34,-7.34,-5.01
安宁区,20763.6,14069.6,23420.4,24844.7,10052.6,9394.2,25897.65,10711.0,9394.2,26950.6,11369.4,9394.2,26847.8,11369.4,10052.6,19.66,24.73,29.8,29.3,-28.55,-23.87,-19.19,-19.19,-59.89,-59.89,-59.89,-57.08
红古区,9387.6,4063.0,2943.0,9631.8,4670.2,4623.0,9683.1,4717.4,4623.0,9734.4,4764.6,4623.0,9423.2,4764.6,4670.2,2.6,3.15,3.69,0.38,14.94,16.11,17.27,17.27,57.08,57.08,57.08,58.69
永登县,20112.6,9244.4,7260.0,19185.5,10116.4,10236.6,18902.25,9996.2,10236.6,18619.0,9876.0,10236.6,17805.0,9876.0,10116.4,-4.61,-6.02,-7.43,-11.47,9.43,8.13,6.83,6.83,41.0,41.0,41.0,39.34
皋兰县,7093.2,3557.4,3705.0,7724.3,3525.6,3483.6,7976.85,3567.6,3483.6,8229.4,3609.6,3483.6,8202.2,3609.6,3525.6,8.9,12.46,16.02,15.63,-0.89,0.29,1.47,1.47,-5.98,-5.98,-5.98,-4.84
榆中县,26736.0,15906.0,22514.4,29781.1,13112.6,12601.8,30537.45,13623.4,12601.8,31293.8,14134.2,12601.8,30847.4,14134.2,13112.6,11.39,14.22,17.05,15.38,-17.56,-14.35,-11.14,-11.14,-44.03,-44.03,-44.03,-41.76
兰州新区,15027.6,11739.8,22775.4,18890.8,7083.2,6222.0,19530.6,7944.4,6222.0,20170.4,8805.6,6222.0,20270.2,8805.6,7083.2,25.71,29.96,34.22,34.89,-39.67,-32.33,-24.99,-24.99,-72.68,-72.68,-72.68,-68.9
