地区,primary_2020,middle_2020,high_2020,primary_2024,middle_2024,high_2024,primary_2025,middle_2025,high_2025,primary_2026,middle_2026,high_2026,primary_2027,middle_2027,high_2027,primary_chg_2024,primary_chg_2025,primary_chg_2026,primary_chg_2027,middle_chg_2024,middle_chg_2025,middle_chg_2026,middle_chg_2027,high_chg_2024,high_chg_2025,high_chg_2026,high_chg_2027
安阳县,90602.4,42735.4,29170.2,73706.2,46706.8,49518.0,69474.9,43895.6,49518.0,65243.6,41084.4,49518.0,58308.8,41084.4,46706.8,-18.65,-23.32,-27.99,-35.64,9.29,2.71,-3.86,-3.86,69.76,69.76,69.76,60.12
汤阴县,50289.0,24166.0,18337.2,41220.3,25789.8,27080.4,38621.85,24499.2,27080.4,36023.4,23208.6,27080.4,31772.2,23208.6,25789.8,-18.03,-23.2,-28.37,-36.82,6.72,1.38,-3.96,-3.96,47.68,47.68,47.68,40.64
滑县,152616.0,63884.8,35706.0,134081.4,76863.4,77974.2,126480.3,75752.6,77974.2,118879.2,74641.8,77974.2,105998.6,74641.8,76863.4,-12.14,-17.13,-22.11,-30.55,20.32,18.58,16.84,16.84,118.38,118.38,118.38,115.27
内黄县,83794.8,36450.2,21795.0,70761.0,42524.2,43777.8,66124.5,41270.6,43777.8,61488.0,40017.0,43777.8,53893.0,40017.0,42524.2,-15.55,-21.09,-26.62,-35.68,16.66,13.22,9.79,9.79,100.86,100.86,100.86,95.11
安阳高新技术产业开发区,13733.4,10871.4,19996.2,14665.2,6680.8,6309.0,14573.4,7052.6,6309.0,14481.6,7424.4,6309.0,13615.8,7424.4,6680.8,6.78,6.12,5.45,-0.86,-38.55,-35.13,-31.71,-31.71,-68.45,-68.45,-68.45,-66.59
林州市,104974.8,45973.2,30296.4,92267.6,52928.8,53811.6,87238.2,52046.0,53811.6,82208.8,51163.2,53811.6,72892.4,51163.2,52928.8,-12.11,-16.9,-21.69,-30.56,15.13,13.21,11.29,11.29,77.62,77.62,77.62,74.7
鹤山区,3969.0,2607.2,3151.2,3010.4,2101.4,2335.2,2881.8,1867.6,2335.2,2753.2,1633.8,2335.2,2526.6,1633.8,2101.4,-24.15,-27.39,-30.63,-36.34,-19.4,-28.37,-37.34,-37.34,-25.89,-25.89,-25.89,-33.31
山城区,13027.2,6336.2,5188.2,11028.0,6645.8,6910.2,10425.0,6381.4,6910.2,9822.0,6117.0,6910.2,8819.0,6117.0,6645.8,-15.35,-19.98,-24.6,-32.3,4.89,0.71,-3.46,-3.46,33.19,33.19,33.19,28.09
淇滨区,36660.0,19067.6,20410.8,34687.0,18352.0,18396.0,33766.5,18308.0,18396.0,32846.0,18264.0,18396.0,30616.0,18264.0,18352.0,-5.38,-7.89,-10.4,-16.49,-3.75,-3.98,-4.21,-4.21,-9.87,-9.87,-9.87,-10.09
浚县,66665.4,30645.2,22995.6,58719.7,33711.8,34470.0,55884.15,32953.6,34470.0,53048.6,32195.4,34470.0,48482.8,32195.4,33711.8,-11.92,-16.17,-20.43,-27.27,10.01,7.53,5.06,5.06,49.9,49.9,49.9,46.6
淇县,26034.0,12591.8,10726.2,22603.2,13186.2,13524.6,21395.4,12847.8,13524.6,20187.6,12509.4,13524.6,18356.8,12509.4,13186.2,-13.18,-17.82,-22.46,-29.49,4.72,2.03,-0.65,-0.65,26.09,26.09,26.09,22.93
鹤壁经济技术开发区,4510.8,2455.0,2419.8,3758.1,2327.8,2472.6,3598.95,2183.0,2472.6,3439.8,2038.2,2472.6,3123.4,2038.2,2327.8,-16.69,-20.21,-23.74,-30.76,-5.18,-11.08,-16.98,-16.98,2.18,2.18,2.18,-3.8
红旗区,28842.0,18502.0,28736.4,30442.6,14075.6,13384.8,30206.7,14766.4,13384.8,29970.8,15457.2,13384.8,27882.4,15457.2,14075.6,5.55,4.73,3.91,-3.33,-23.92,-20.19,-16.46,-16.46,-53.42,-53.42,-53.42,-51.02
卫滨区,18259.2,9146.2,9790.2,18185.0,9027.8,8824.2,17842.5,9231.4,8824.2,17500.0,9435.0,8824.2,16058.0,9435.0,9027.8,-0.41,-2.28,-4.16,-12.06,-1.29,0.93,3.16,3.16,-9.87,-9.87,-9.87,-7.79
凤泉区,13774.2,6007.2,4082.4,12714.3,6914.6,6969.6,12266.85,6859.6,6969.6,11819.4,6804.6,6969.6,10624.2,6804.6,6914.6,-7.69,-10.94,-14.19,-22.87,15.11,14.19,13.27,13.27,70.72,70.72,70.72,69.38
牧野区,26764.8,13328.6,14345.4,27013.3,13195.0,12820.2,26575.35,13569.8,12820.2,26137.4,13944.6,12820.2,24249.2,13944.6,13195.0,0.93,-0.71,-2.34,-9.4,-1.0,1.81,4.62,4.62,-10.63,-10.63,-10.63,-8.02
新乡县,33531.0,15472.4,12645.6,30488.6,16805.6,16885.8,29087.7,16725.4,16885.8,27686.8,16645.2,16885.8,25039.4,16645.2,16805.6,-9.07,-13.25,-17.43,-25.32,8.62,8.1,7.58,7.58,33.53,33.53,33.53,32.9
获嘉县,40269.0,18879.8,14959.8,35030.1,20369.6,20839.8,33115.95,19899.4,20839.8,31201.8,19429.2,20839.8,27944.4,19429.2,20369.6,-13.01,-17.76,-22.52,-30.61,7.89,5.4,2.91,2.91,39.31,39.31,39.31,36.16
原阳县,58877.4,26317.6,19618.8,54774.2,29514.8,29667.0,52950.9,29362.6,29667.0,51127.6,29210.4,29667.0,47027.8,29210.4,29514.8,-6.97,-10.07,-13.16,-20.13,12.15,11.57,10.99,10.99,51.22,51.22,51.22,50.44
延津县,47631.0,22859.0,16225.8,38775.7,24602.2,26175.6,36708.15,23028.8,26175.6,34640.6,21455.4,26175.6,30911.8,21455.4,24602.2,-18.59,-22.93,-27.27,-35.1,7.63,0.74,-6.14,-6.14,61.32,61.32,61.32,51.62
封丘县,82346.4,35721.2,24130.8,74377.5,41287.6,41516.4,70736.25,41058.8,41516.4,67095.0,40830.0,41516.4,60318.0,40830.0,41287.6,-9.68,-14.1,-18.52,-26.75,15.58,14.94,14.3,14.3,72.05,72.05,72.05,71.1
新乡高新技术产业开发区,12319.8,4874.2,3946.2,13637.3,5886.0,5338.2,13474.35,6433.8,5338.2,13311.4,6981.6,5338.2,12325.2,6981.6,5886.0,10.69,9.37,8.05,0.04,20.76,32.0,43.24,43.24,35.27,35.27,35.27,49.16
新乡经济技术开发区,2928.0,2742.4,5067.6,2503.1,1502.6,1579.8,2406.45,1425.4,1579.8,2309.8,1348.2,1579.8,2107.4,1348.2,1502.6,-14.51,-17.81,-21.11,-28.03,-45.21,-48.02,-50.84,-50.84,-68.83,-68.83,-68.83,-70.35
新乡市平原城乡一体化示范区,20758.8,10020.8,9918.0,20401.8,10277.0,10072.2,19916.1,10481.8,10072.2,19430.4,10686.6,10072.2,18240.2,10686.6,10277.0,-1.72,-4.06,-6.4,-12.13,2.56,4.6,6.64,6.64,1.55,1.55,1.55,3.62
卫辉市,55930.2,26815.0,16020.6,41686.5,29380.8,32212.2,38811.75,26549.4,32212.2,35937.0,23718.0,32212.2,31449.0,23718.0,29380.8,-25.47,-30.61,-35.75,-43.77,9.57,-0.99,-11.55,-11.55,101.07,101.07,101.07,83.39
辉县市,99139.2,42268.0,22012.8,83375.8,50511.6,52395.6,78320.1,48627.6,52395.6,73264.4,46743.6,52395.6,64741.2,46743.6,50511.6,-15.9,-21.0,-26.1,-34.7,19.5,15.05,10.59,10.59,138.02,138.02,138.02,129.46
长垣市,102288.0,44515.0,33497.4,97041.6,50770.6,50023.8,93298.2,51517.4,50023.8,89554.8,52264.2,50023.8,81770.4,52264.2,50770.6,-5.13,-8.79,-12.45,-20.06,14.05,15.73,17.41,17.41,49.34,49.34,49.34,51.57
解放区,22831.2,10410.6,9785.4,24283.5,11184.8,10723.2,24317.25,11646.4,10723.2,24351.0,12108.0,10723.2,23167.0,12108.0,11184.8,6.36,6.51,6.66,1.47,7.44,11.87,16.3,16.3,9.58,9.58,9.58,14.3
中站区,7510.2,3547.2,3213.6,7524.6,3741.4,3714.0,7490.7,3768.8,3714.0,7456.8,3796.2,3714.0,7010.4,3796.2,3741.4,0.19,-0.26,-0.71,-6.65,5.47,6.25,7.02,7.02,15.57,15.57,15.57,16.42
马村区,9735.6,4109.0,2677.8,9441.5,4853.4,4824.6,9251.25,4882.2,4824.6,9061.0,4911.0,4824.6,8470.0,4911.0,4853.4,-3.02,-4.98,-6.93,-13.0,18.12,18.82,19.52,19.52,80.17,80.17,80.17,81.25
山阳区,19848.0,10345.8,12383.4,21099.5,9725.0,9327.0,21128.25,10123.0,9327.0,21157.0,10521.0,9327.0,19934.0,10521.0,9725.0,6.31,6.45,6.6,0.43,-6.0,-2.15,1.69,1.69,-24.68,-24.68,-24.68,-21.47
修武县,20301.6,9463.4,8377.8,19688.7,10102.6,10006.2,19237.65,10199.0,10006.2,18786.6,10295.4,10006.2,17547.8,10295.4,10102.6,-3.02,-5.24,-7.46,-13.56,6.75,7.77,8.79,8.79,19.44,19.44,19.44,20.59
博爱县,30136.2,13357.8,9922.2,28380.8,15070.6,15075.6,27510.6,15065.6,15075.6,26640.4,15060.6,15075.6,24799.2,15060.6,15070.6,-5.82,-8.71,-11.6,-17.71,12.82,12.79,12.75,12.75,51.94,51.94,51.94,51.89
武陟县,58605.6,26540.8,23768.4,58685.8,28844.2,27927.0,57350.1,29761.4,27927.0,56014.4,30678.6,27927.0,52894.2,30678.6,28844.2,0.14,-2.14,-4.42,-9.75,8.68,12.13,15.59,15.59,17.5,17.5,17.5,21.36
温县,31451.4,13611.2,11698.8,32330.5,15339.6,14567.4,31611.75,16111.8,14567.4,30893.0,16884.0,14567.4,29008.0,16884.0,15339.6,2.8,0.51,-1.78,-7.77,12.7,18.37,24.04,24.04,24.52,24.52,24.52,31.12
焦作城乡一体化示范区,14586.0,9493.0,14620.2,15033.8,7171.8,6929.4,14894.1,7414.2,6929.4,14754.4,7656.6,6929.4,14066.2,7656.6,7171.8,3.07,2.11,1.15,-3.56,-24.45,-21.9,-19.34,-19.34,-52.6,-52.6,-52.6,-50.95
沁阳市,34287.6,16993.6,18242.4,35342.7,16885.6,16369.2,35095.65,17402.0,16369.2,34848.6,17918.4,16369.2,32964.8,17918.4,16885.6,3.08,2.36,1.64,-3.86,-0.64,2.4,5.44,5.44,-10.27,-10.27,-10.27,-7.44
孟州市,22113.0,9215.4,7405.8,24440.9,10744.4,10120.2,24668.55,11368.6,10120.2,24896.2,11992.8,10120.2,23834.6,11992.8,10744.4,10.53,11.56,12.59,7.79,16.59,23.37,30.14,30.14,36.65,36.65,36.65,45.08
华龙区,58702.8,26840.8,22316.4,56066.4,29268.6,29103.0,54499.8,29434.2,29103.0,52933.2,29599.8,29103.0,48115.6,29599.8,29268.6,-4.49,-7.16,-9.83,-18.04,9.05,9.66,10.28,10.28,30.41,30.41,30.41,31.15
清丰县,68253.0,29000.6,17824.2,60948.1,34280.6,34588.8,57757.95,33972.4,34588.8,54567.8,33664.2,34588.8,48986.4,33664.2,34280.6,-10.7,-15.38,-20.05,-28.23,18.21,17.14,16.08,16.08,94.06,94.06,94.06,92.33
南乐县,57907.8,23826.2,15198.6,53173.9,28682.6,28140.0,49993.05,29225.2,28140.0,46812.2,29767.8,28140.0,41506.6,29767.8,28682.6,-8.17,-13.67,-19.16,-28.32,20.38,22.66,24.94,24.94,85.15,85.15,85.15,88.72
范县,51998.4,22348.8,16294.8,49276.8,25791.4,25375.8,47292.6,26207.0,25375.8,45308.4,26622.6,25375.8,41369.2,26622.6,25791.4,-5.23,-9.05,-12.87,-20.44,15.4,17.26,19.12,19.12,55.73,55.73,55.73,58.28
台前县,40628.4,17596.0,10287.6,34331.1,20626.2,21250.2,32118.45,20002.2,21250.2,29905.8,19378.2,21250.2,26697.4,19378.2,20626.2,-15.5,-20.95,-26.39,-34.29,17.22,13.67,10.13,10.13,106.56,106.56,106.56,100.5
濮阳县,116722.2,47196.8,29904.0,110064.0,57521.8,55843.2,104217.0,59200.4,55843.2,98370.0,60879.0,55843.2,88245.0,60879.0,57521.8,-5.7,-10.71,-15.72,-24.4,21.88,25.43,28.99,28.99,86.74,86.74,86.74,92.35
河南濮阳工业园区,3390.0,1218.2,481.8,3202.8,1658.8,1586.4,3000.6,1731.2,1586.4,2798.4,1803.6,1586.4,2486.2,1803.6,1658.8,-5.52,-11.49,-17.45,-26.66,36.17,42.11,48.05,48.05,229.27,229.27,229.27,244.29
濮阳经济技术开发区,33262.8,17735.6,20514.0,31665.7,16536.4,16346.4,30582.15,16726.4,16346.4,29498.6,16916.4,16346.4,26834.8,16916.4,16536.4,-4.8,-8.06,-11.32,-19.32,-6.76,-5.69,-4.62,-4.62,-20.32,-20.32,-20.32,-19.39
魏都区,40435.2,20828.4,24754.8,42080.0,19766.8,18865.2,41550.0,20668.4,18865.2,41020.0,21570.0,18865.2,37718.0,21570.0,19766.8,4.07,2.76,1.45,-6.72,-5.1,-0.77,3.56,3.56,-23.79,-23.79,-23.79,-20.15
建安区,67677.6,30843.2,25140.0,62412.4,33790.8,33694.8,59635.8,33886.8,33694.8,56859.2,33982.8,33694.8,51314.6,33982.8,33790.8,-7.78,-11.88,-15.99,-24.18,9.56,9.87,10.18,10.18,34.03,34.03,34.03,34.41
鄢陵县,64349.4,27320.4,17202.0,57719.9,32243.0,32379.6,54610.05,32106.4,32379.6,51500.2,31969.8,32379.6,46131.6,31969.8,32243.0,-10.3,-15.14,-19.97,-28.31,18.02,17.52,17.02,17.02,88.23,88.23,88.23,87.44
襄城县,73998.6,33523.2,24409.2,64948.7,37359.6,38080.2,61504.65,36639.0,38080.2,58060.6,35918.4,38080.2,51291.8,35918.4,37359.6,-12.23,-16.88,-21.54,-30.69,11.44,9.29,7.14,7.14,56.01,56.01,56.01,53.06
许昌经济技术开发区,6727.2,2624.8,1314.0,6573.5,3335.8,3280.2,6413.25,3391.4,3280.2,6253.0,3447.0,3280.2,5712.0,3447.0,3335.8,-2.28,-4.67,-7.05,-15.09,27.09,29.21,31.32,31.32,149.63,149.63,149.63,153.87
禹州市,110846.4,48878.4,33664.8,100234.6,55777.2,56485.2,95990.7,55069.2,56485.2,91746.8,54361.2,56485.2,83775.4,54361.2,55777.2,-9.57,-13.4,-17.23,-24.42,14.11,12.67,11.22,11.22,67.79,67.79,67.79,65.68
长葛市,69253.2,31817.6,22782.0,60574.4,35196.2,36335.4,57943.8,34057.0,36335.4,55313.2,32917.8,36335.4,49855.6,32917.8,35196.2,-12.53,-16.33,-20.13,-28.01,10.62,7.04,3.46,3.46,59.49,59.49,59.49,54.49
源汇区,26421.0,12909.4,12917.4,25594.3,13108.8,12905.4,24875.85,13312.2,12905.4,24157.4,13515.6,12905.4,22219.2,13515.6,13108.8,-3.13,-5.85,-8.57,-15.9,1.54,3.12,4.7,4.7,-0.09,-0.09,-0.09,1.48
郾城区,42675.0,21127.4,20806.2,41480.5,21321.0,21288.0,40833.75,21354.0,21288.0,40187.0,21387.0,21288.0,37127.0,21387.0,21321.0,-2.8,-4.31,-5.83,-13.0,0.92,1.07,1.23,1.23,2.32,2.32,2.32,2.47
召陵区,34180.8,15819.2,14109.6,33052.4,16951.6,16674.0,32071.8,17229.2,16674.0,31091.2,17506.8,16674.0,28863.6,17506.8,16951.6,-3.3,-6.17,-9.04,-15.56,7.16,8.91,10.67,10.67,18.17,18.17,18.17,20.14
舞阳县,42891.0,19094.6,11958.6,37205.7,21851.2,22662.6,35580.15,21039.8,22662.6,33954.6,20228.4,22662.6,30712.8,20228.4,21851.2,-13.26,-17.05,-20.84,-28.39,14.44,10.19,5.94,5.94,89.51,89.51,89.51,82.72
临颍县,53973.6,25069.6,19045.2,48719.4,27351.8,28081.8,47187.3,26621.8,28081.8,45655.2,25891.8,28081.8,41953.6,25891.8,27351.8,-9.73,-12.57,-15.41,-22.27,9.1,6.19,3.28,3.28,47.45,47.45,47.45,43.62
漯河经济技术开发区,8428.8,3514.6,2651.4,8483.8,4125.0,3946.2,8243.1,4303.8,3946.2,8002.4,4482.6,3946.2,7279.2,4482.6,4125.0,0.65,-2.2,-5.06,-13.64,17.37,22.45,27.54,27.54,48.83,48.83,48.83,55.58
湖滨区,18458.4,7947.2,6610.8,20328.5,9024.6,8615.4,20649.75,9433.8,8615.4,20971.0,9843.0,8615.4,20049.0,9843.0,9024.6,10.13,11.87,13.61,8.62,13.56,18.71,23.85,23.85,30.32,30.32,30.32,36.51
陕州区,18150.6,7848.2,6153.0,19028.4,8948.8,8695.8,19087.8,9201.8,8695.8,19147.2,9454.8,8695.8,18551.6,9454.8,8948.8,4.84,5.16,5.49,2.21,14.02,17.25,20.47,20.47,41.33,41.33,41.33,45.44
渑池县,28131.6,13440.8,9704.4,24127.3,14480.2,15309.0,23368.35,13651.4,15309.0,22609.4,12822.6,15309.0,20813.2,12822.6,14480.2,-14.23,-16.93,-19.63,-26.01,7.73,1.57,-4.6,-4.6,57.75,57.75,57.75,49.21
卢氏县,26785.8,11053.6,8084.4,27176.8,13108.0,12538.2,26517.6,13677.8,12538.2,25858.4,14247.6,12538.2,24260.2,14247.6,13108.0,1.46,-1.0,-3.46,-9.43,18.59,23.74,28.9,28.9,55.09,55.09,55.09,62.14
河南三门峡经济开发区,2491.2,2036.0,3718.8,2719.8,1228.6,1194.6,2783.1,1262.6,1194.6,2846.4,1296.6,1194.6,2712.2,1296.6,1228.6,9.18,11.72,14.26,8.87,-39.66,-37.99,-36.32,-36.32,-67.88,-67.88,-67.88,-66.96
义马市,9988.2,4435.4,3373.8,10115.5,4984.8,4966.2,10151.25,5003.4,4966.2,10187.0,5022.0,4966.2,9777.0,5022.0,4984.8,1.27,1.63,1.99,-2.11,12.39,12.81,13.23,13.23,47.2,47.2,47.2,47.75
灵宝市,49251.6,22402.2,19296.6,50286.8,24402.2,23955.0,50133.6,24849.4,23955.0,49980.4,25296.6,23955.0,47462.2,25296.6,24402.2,2.1,1.79,1.48,-3.63,8.93,10.92,12.92,12.92,24.14,24.14,24.14,26.46
宛城区,79528.8,38411.4,29479.8,66062.3,40802.0,42877.2,62441.85,38726.8,42877.2,58821.4,36651.6,42877.2,52118.2,36651.6,40802.0,-16.93,-21.49,-26.04,-34.47,6.22,0.82,-4.58,-4.58,45.45,45.45,45.45,38.41
卧龙区,94877.4,47779.0,42382.2,79856.0,48451.6,50477.4,75384.0,46425.8,50477.4,70912.0,44400.0,50477.4,62872.0,44400.0,48451.6,-15.83,-20.55,-25.26,-33.73,1.41,-2.83,-7.07,-7.07,19.1,19.1,19.1,14.32
南召县,67468.2,31326.2,22211.4,56568.3,34450.6,35883.6,53267.85,33017.6,35883.6,49967.4,31584.6,35883.6,44899.2,31584.6,34450.6,-16.16,-21.05,-25.94,-33.45,9.97,5.4,0.82,0.82,61.55,61.55,61.55,55.1
方城县,117504.6,55291.6,35235.6,91401.0,60941.4,65319.6,84916.5,56563.2,65319.6,78432.0,52185.0,65319.6,68074.0,52185.0,60941.4,-22.21,-27.73,-33.25,-42.07,10.22,2.3,-5.62,-5.62,85.38,85.38,85.38,72.95
西峡县,43773.0,23164.2,21366.6,35988.5,22612.0,24063.0,34272.75,21161.0,24063.0,32557.0,19710.0,24063.0,29381.0,19710.0,22612.0,-17.78,-21.7,-25.62,-32.88,-2.38,-8.65,-14.91,-14.91,12.62,12.62,12.62,5.83
镇平县,102490.2,49788.8,32377.2,77138.3,53661.6,58494.6,71711.85,48828.6,58494.6,66285.4,43995.6,58494.6,58635.2,43995.6,53661.6,-24.74,-30.03,-35.33,-42.79,7.78,-1.93,-11.64,-11.64,80.67,80.67,80.67,65.74
内乡县,67815.6,33568.8,20450.4,48880.8,35981.2,40128.0,45633.6,31834.4,40128.0,42386.4,27687.6,40128.0,37553.2,27687.6,35981.2,-27.92,-32.71,-37.5,-44.62,7.19,-5.17,-17.52,-17.52,96.22,96.22,96.22,75.94
淅川县,62817.6,30438.4,24206.4,52004.1,32124.0,33554.4,48742.95,30693.6,33554.4,45481.8,29263.2,33554.4,40201.4,29263.2,32124.0,-17.21,-22.41,-27.6,-36.0,5.54,0.84,-3.86,-3.86,38.62,38.62,38.62,32.71
社旗县,73491.0,33723.6,22630.8,60068.0,37587.0,39270.0,55881.0,35904.0,39270.0,51694.0,34221.0,39270.0,44833.0,34221.0,37587.0,-18.26,-23.96,-29.66,-39.0,11.46,6.47,1.47,1.47,73.52,73.52,73.52,66.09
唐河县,139971.0,61105.2,31358.4,112092.7,71983.2,75978.6,104146.65,67987.8,75978.6,96200.6,63992.4,75978.6,83246.8,63992.4,71983.2,-19.92,-25.59,-31.27,-40.53,17.8,11.26,4.72,4.72,142.29,142.29,142.29,129.55
新野县,82679.4,38226.4,20095.2,60332.2,43323.8,47292.0,55110.9,39355.6,47292.0,49889.6,35387.4,47292.0,42477.8,35387.4,43323.8,-27.03,-33.34,-39.66,-48.62,13.33,2.95,-7.43,-7.43,135.34,135.34,135.34,115.59
桐柏县,47814.0,23533.2,13764.0,34226.1,25410.6,28417.8,31942.95,22403.4,28417.8,29659.8,19396.2,28417.8,26204.4,19396.2,25410.6,-28.42,-33.19,-37.97,-45.2,7.98,-4.8,-17.58,-17.58,106.46,106.46,106.46,84.62
南阳高新技术产业开发区,25000.8,10493.2,7227.6,24156.9,12375.6,12126.0,23360.55,12625.2,12126.0,22564.2,12874.8,12126.0,20420.6,12874.8,12375.6,-3.38,-6.56,-9.75,-18.32,17.94,20.32,22.7,22.7,67.77,67.77,67.77,71.23
南阳市城乡一体化示范区,24630.6,13100.4,12825.6,20357.9,12622.8,13237.8,19144.05,12007.8,13237.8,17930.2,11392.8,13237.8,15788.6,11392.8,12622.8,-17.35,-22.28,-27.2,-35.9,-3.65,-8.34,-13.03,-13.03,3.21,3.21,3.21,-1.58
邓州市,170536.2,80372.2,51531.0,132586.2,88443.0,94792.8,123135.9,82093.2,94792.8,113685.6,75743.4,94792.8,99472.8,75743.4,88443.0,-22.25,-27.79,-33.34,-41.67,10.04,2.14,-5.76,-5.76,83.95,83.95,83.95,71.63
梁园区,59565.6,25655.4,23789.4,61584.1,28718.0,26588.4,59398.95,30847.6,26588.4,57213.8,32977.2,26588.4,51711.4,32977.2,28718.0,3.39,-0.28,-3.95,-13.19,11.94,20.24,28.54,28.54,11.77,11.77,11.77,20.72
睢阳区,92713.2,40672.8,38480.4,94616.6,44827.4,41769.0,90980.7,47885.8,41769.0,87344.8,50944.2,41769.0,79306.4,50944.2,44827.4,2.05,-1.87,-5.79,-14.46,10.21,17.73,25.25,25.25,8.55,8.55,8.55,16.49
民权县,85717.2,33193.6,22657.2,88399.7,41393.0,38461.8,85344.15,44324.2,38461.8,82288.6,47255.4,38461.8,75178.8,47255.4,41393.0,3.13,-0.44,-4.0,-12.29,24.7,33.53,42.36,42.36,69.76,69.76,69.76,82.69
睢县,75399.0,30699.2,23994.0,77933.1,36483.6,34051.8,75552.45,38915.4,34051.8,73171.8,41347.2,34051.8,67546.4,41347.2,36483.6,3.36,0.2,-2.95,-10.41,18.84,26.76,34.68,34.68,41.92,41.92,41.92,52.05
宁陵县,64980.0,25066.8,15668.4,64693.0,31582.0,29766.0,61825.5,33398.0,29766.0,58958.0,35214.0,29766.0,53211.0,35214.0,31582.0,-0.44,-4.85,-9.27,-18.11,25.99,33.24,40.48,40.48,89.97,89.97,89.97,101.56
柘城县,81998.4,32246.4,24212.4,87978.5,39420.6,36263.4,86232.75,42577.8,36263.4,84487.0,45735.0,36263.4,78950.0,45735.0,39420.6,7.29,5.16,3.03,-3.72,22.25,32.04,41.83,41.83,49.77,49.77,49.77,62.81
虞城县,107769.6,42248.2,30739.8,110569.1,51924.0,48002.4,106086.45,55845.6,48002.4,101603.8,59767.2,48002.4,91253.4,59767.2,51924.0,2.6,-1.56,-5.72,-15.33,22.9,32.18,41.47,41.47,56.16,56.16,56.16,68.91
夏邑县,100533.6,37934.0,24816.0,104289.8,48342.2,44493.0,100394.1,52191.4,44493.0,96498.4,56040.6,44493.0,88475.2,56040.6,48342.2,3.74,-0.14,-4.01,-11.99,27.44,37.58,47.73,47.73,79.29,79.29,79.29,94.8
豫东综合物流产业聚集区,14491.8,5073.0,2467.8,15138.1,6955.8,6375.6,14590.95,7536.0,6375.6,14043.8,8116.2,6375.6,12661.4,8116.2,6955.8,4.46,0.68,-3.09,-12.63,37.11,48.55,59.99,59.99,158.35,158.35,158.35,181.86
河南商丘经济开发区,14260.8,9488.6,16127.4,15334.8,6810.0,6169.2,14910.6,7450.8,6169.2,14486.4,8091.6,6169.2,13228.2,8091.6,6810.0,7.53,4.56,1.58,-7.24,-28.23,-21.48,-14.72,-14.72,-61.75,-61.75,-61.75,-57.77
永城市,155984.4,67128.8,42405.6,137302.5,78491.6,79490.4,129459.75,77492.8,79490.4,121617.0,76494.0,79490.4,107112.0,76494.0,78491.6,-11.98,-17.0,-22.03,-31.33,16.93,15.44,13.95,13.95,87.45,87.45,87.45,85.1
浉河区,50335.8,25310.4,23412.0,45855.1,25531.8,26259.6,44706.45,24804.0,26259.6,43557.8,24076.2,26259.6,40191.4,24076.2,25531.8,-8.9,-11.18,-13.47,-20.15,0.87,-2.0,-4.88,-4.88,12.16,12.16,12.16,9.05
平桥区,87687.0,42002.6,36005.4,79136.9,44229.4,45001.2,76019.55,43457.6,45001.2,72902.2,42685.8,45001.2,66101.6,42685.8,44229.4,-9.75,-13.31,-16.86,-24.62,5.3,3.46,1.63,1.63,24.98,24.98,24.98,22.84
罗山县,58019.4,27375.0,15430.2,44236.5,30455.6,33347.4,41682.75,27563.8,33347.4,39129.0,24672.0,33347.4,34854.0,24672.0,30455.6,-23.76,-28.16,-32.56,-39.93,11.25,0.69,-9.87,-9.87,116.12,116.12,116.12,97.38
光山县,63874.2,30204.6,25609.8,56834.6,32125.4,32502.0,53879.7,31748.8,32502.0,50924.8,31372.2,32502.0,45752.4,31372.2,32125.4,-11.02,-15.65,-20.27,-28.37,6.36,5.11,3.87,3.87,26.91,26.91,26.91,25.44
新县,26716.2,13188.4,11324.4,23574.4,13612.2,14120.4,22765.8,13104.0,14120.4,21957.2,12595.8,14120.4,20258.6,12595.8,13612.2,-11.76,-14.79,-17.81,-24.17,3.21,-0.64,-4.49,-4.49,24.69,24.69,24.69,20.2
商城县,50308.2,23439.6,18592.8,44986.1,25390.4,25863.0,43033.95,24917.8,25863.0,41081.8,24445.2,25863.0,37385.4,24445.2,25390.4,-10.58,-14.46,-18.34,-25.69,8.32,6.31,4.29,4.29,39.1,39.1,39.1,36.56
固始县,118299.0,58036.4,44988.0,95390.7,60953.2,64560.6,89347.65,57345.8,64560.6,83304.6,53738.4,64560.6,74020.8,53738.4,60953.2,-19.36,-24.47,-29.58,-37.43,5.03,-1.19,-7.41,-7.41,43.51,43.51,43.51,35.49
潢川县,66016.8,28066.2,20757.0,61772.0,32579.2,31720.8,58362.0,33437.6,31720.8,54952.0,34296.0,31720.8,48872.0,34296.0,32579.2,-6.43,-11.6,-16.76,-25.97,16.08,19.14,22.2,22.2,52.82,52.82,52.82,56.96
淮滨县,63350.4,27243.4,20736.6,58730.3,31282.4,30496.8,55241.85,32068.0,30496.8,51753.4,32853.6,30496.8,45361.2,32853.6,31282.4,-7.29,-12.8,-18.31,-28.4,14.83,17.71,20.59,20.59,47.07,47.07,47.07,50.86
息县,83883.6,39361.6,28598.4,68086.2,42875.6,44743.2,62988.9,41008.0,44743.2,57891.6,39140.4,44743.2,50027.8,39140.4,42875.6,-18.83,-24.91,-30.99,-40.36,8.93,4.18,-0.56,-0.56,56.45,56.45,56.45,49.92
信阳高新技术产业开发区,2302.2,841.0,394.2,2247.9,1122.2,1064.4,2134.05,1180.0,1064.4,2020.2,1237.8,1064.4,1832.6,1237.8,1122.2,-2.36,-7.3,-12.25,-20.4,33.44,40.31,47.18,47.18,170.02,170.02,170.02,184.68
